
-1.95039000 2.26999000 -1.06581830 1.81346563 
-2.36804000 2.28665000 -0.39562534 2.75612447 
-2.31438000 1.88760000 1.79965884 3.75399600 
-2.81593000 2.27658000 6.32028818 4.90159535 
-2.70054000 2.66259000 0.91963909 1.41555611 
-2.27818000 2.73569000 -1.61536241 0.60523869 
-2.13094000 -3.07282000 -2.16539165 -4.77875588 
-2.05568000 -2.67417000 0.85231342 -2.83822769 
-2.53247000 -2.42596000 0.19314571 -1.42865684 
-2.96388000 -2.66777000 3.67670051 -0.95750587 
2.83010000 -2.77462000 5.22374445 -2.84913247 
2.94905000 -2.30019000 4.98638074 -2.40045939 
-2.86779000 -2.08163000 3.62734291 -1.25414371 
-3.11480000 -3.06837000 9.10719527 -5.27123097 
2.53565000 -3.01189000 3.81406548 -6.90216207 
2.56373000 2.87681000 5.45440290 -4.38987653 
2.98790000 2.84519000 0.97662426 -3.34139765 
-2.67975000 -2.98034000 1.17655011 -7.63173478 
-2.49606000 -1.67160000 0.39311947 0.88871507 
-2.94912000 -1.61583000 5.18201436 0.98669083 
-2.01663000 -1.72860000 0.61798075 2.66743214 
-2.05620000 -2.10968000 0.98549613 -2.53687428 
-1.57126000 -2.40725000 0.53849888 -1.35549988 
-1.06580000 -2.42893000 -8.30006323 -4.75510397 
-0.90146000 -2.89453000 -4.65902474 -7.74443666 
-0.65194000 3.02145000 -7.17081180 -6.89771557 
-0.57077000 2.51972000 -2.17340040 -1.26354611 
-1.09583000 2.62534000 0.00448613 -1.58989353 
-1.51258000 2.39136000 1.13505124 2.40108248 
-1.11885000 2.19256000 0.08553712 3.96106373 
-1.53700000 2.77162000 2.38316596 -0.69605324 
-1.56010000 1.93035000 1.43842839 3.68911147 
-1.89608000 1.62842000 2.10586853 4.55833667 
-1.34181000 3.12548000 -0.63478505 -5.62955884 
-1.89732000 2.90714000 1.20212897 -2.88065045 
2.12706000 2.95593000 -0.34788728 -2.95654370 
2.68417000 2.29371000 5.11178855 1.46467183 
3.09766000 2.46384000 1.88500217 1.26417496 
-3.14013000 1.98116000 1.89496256 0.86869233 
3.11416000 1.54156000 2.57724824 -0.02610772 
-1.73157000 -2.91109000 1.26250062 -3.45787754 
-2.15016000 1.28448000 1.69654861 -1.79475006 
-2.09972000 0.84403000 -2.62704049 -4.06283229 
-2.44409000 0.64190000 -2.48242239 -4.24486728 
-2.02313000 0.46403000 0.40515446 -4.58533042 
-2.50071000 1.05611000 -1.89846463 -2.67449013 
-2.91251000 1.01874000 3.22692812 -1.92657561 
3.06430000 0.67941000 5.59487734 -3.07539365 
-2.87344000 0.45824000 4.29701750 -2.48500975 
-2.79087000 0.01719000 1.02848638 1.45240515 
-2.61623000 -0.41429000 1.87018520 3.27774756 
-2.18489000 -0.41001000 -0.63312147 1.25231517 
-1.85103000 -0.17103000 1.44384154 2.42108273 
-1.55540000 -0.72349000 5.02038590 1.64898775 
-3.00451000 -0.52720000 11.35319019 6.72803574 
2.96507000 -0.26627000 12.31564419 9.42657736 
-2.36668000 -0.08004000 1.52094851 2.35534066 
-2.23595000 -0.81185000 1.98128893 4.53490777 
-1.15588000 -0.75130000 0.70497901 0.94451662 
-0.77420000 -0.98457000 -6.37538965 4.03863734 
-0.92578000 -1.35537000 -0.74238215 10.05241040 
-1.50266000 -1.30560000 -0.75972707 2.35313322 
-2.03624000 -1.21413000 1.31536191 -1.50421395 
-2.61074000 -0.87757000 1.31527993 -3.06865909 
2.67759000 1.78011000 5.45880080 0.55587953 
2.44462000 1.39543000 4.28694351 0.88288153 
2.65998000 1.02457000 9.18633417 -1.14459685 
3.03336000 0.28093000 4.96178356 0.75774381 
-2.45616000 -1.24026000 -0.63855686 1.76981505 
-0.16812000 2.52499000 -10.55474706 -4.10263834 
-0.74599000 2.06978000 -3.60244614 4.54655811 
-0.27209000 1.99813000 -3.65176331 4.58416121 
-0.58510000 1.67009000 -4.20397976 11.46019895 
-0.98602000 1.74746000 -2.91663234 9.11212872 
