
-0.87488000 1.24001000 -8.11441965 9.14214171 
-0.58541000 0.92859000 -9.78081755 11.22962234 
-0.18705000 1.00944000 9.96259010 10.00635416 
0.06200000 2.82809000 -14.00402874 -11.17327268 
-2.82040000 1.75617000 1.28323944 1.75192627 
0.05002000 1.75910000 -0.67921595 2.25197876 
0.27265000 2.17170000 -6.58606673 -3.86375906 
0.76630000 2.41031000 8.93594351 2.74999700 
0.45278000 2.68673000 17.04567408 4.33456486 
0.83025000 2.01140000 6.70727218 -0.94556861 
0.05399000 1.35744000 9.76337616 4.01727443 
0.61258000 0.79168000 9.88920295 4.45095526 
0.75070000 0.43486000 9.51302099 8.64767783 
0.27003000 0.98285000 13.01928643 7.25834641 
1.02180000 0.69252000 0.93433642 3.11850237 
1.48538000 0.67039000 -5.53822294 -1.21342164 
1.37682000 1.11918000 -5.59063784 -4.78875531 
1.83077000 0.85448000 -11.96769433 -4.51207898 
1.00047000 1.12020000 -0.98908998 -4.52365509 
1.13463000 0.25103000 3.31170257 6.39261835 
0.57972000 1.37072000 2.45495251 -4.93117746 
1.75151000 1.51272000 -4.07643589 1.81306223 
2.15405000 1.66085000 -5.69282204 -0.32982954 
1.65834000 1.91733000 -5.89212322 -0.81992652 
1.23138000 1.75887000 1.07203549 1.38610122 
-1.30522000 1.40622000 -1.01630442 0.32493902 
-2.43108000 -2.04254000 1.10359435 -1.59350737 
2.72515000 -0.57977000 3.80930742 -1.45181080 
2.97802000 -1.09103000 7.40555843 4.05819745 
2.71007000 -1.42479000 5.76269633 1.26161135 
2.16826000 -0.98712000 -1.33955161 4.38183554 
2.18670000 -0.36167000 0.03262684 4.61781055 
1.76013000 -0.23035000 -2.05964734 4.74896176 
1.92477000 -0.68637000 -2.41385279 2.73197901 
1.24579000 -0.30323000 -0.37299650 1.67426593 
1.40645000 -0.67824000 -0.73164634 0.41551862 
1.83285000 -1.15201000 -6.87967358 0.64327218 
1.53565000 -1.53008000 -4.58131642 2.08150112 
1.74654000 -1.88250000 -7.77533317 -0.03430617 
2.14976000 -1.78586000 -3.68415671 0.68270632 
1.98509000 -2.17703000 -3.74016571 -1.85548538 
1.54433000 -2.22810000 -8.05984329 -1.71642089 
2.46974000 -2.17455000 2.91398050 -0.73276331 
1.11208000 -1.88697000 -2.88334491 -3.38770432 
0.70988000 -2.05940000 1.00544564 -5.94202149 
0.90259000 -2.55643000 -1.31396226 -1.68681230 
1.18525000 -2.82441000 -5.36654086 -0.30010397 
1.81299000 -2.97071000 -5.55074056 -1.95433185 
1.99786000 -2.61160000 -4.57299900 -1.00974731 
1.56217000 -2.64901000 -7.23925594 -2.33828068 
0.54009000 -2.77518000 8.63499675 3.71448813 
0.10707000 -2.74608000 12.86304374 5.89034716 
0.66638000 3.03108000 9.94467108 4.64492956 
0.94040000 2.75160000 4.02109598 2.63966533 
1.41170000 2.64037000 -4.16907023 -0.09818670 
1.55657000 2.29230000 -3.79071307 0.07231092 
2.05921000 2.36017000 -3.31093652 0.51125194 
0.45982000 1.78557000 -2.80115646 -4.99630292 
0.25558000 0.47207000 17.48746688 10.54252587 
0.38567000 0.11928000 14.19540265 6.80132967 
0.36260000 -0.28738000 6.03819795 0.06832942 
1.83484000 0.33196000 -5.00374131 0.92280355 
2.13584000 0.06708000 -5.10749863 0.38826968 
2.59729000 -1.00287000 2.89346438 3.20416771 
2.61844000 0.23679000 12.39571307 4.03753237 
2.14131000 0.56277000 -9.40137291 -6.70479380 
-0.32188000 0.55171000 -2.32545739 -1.19829143 
-1.20228000 0.91382000 -4.84864684 1.63628293 
-1.66517000 1.23045000 1.51381730 -1.60021395 
-0.25542000 3.04888000 -14.65861185 -9.85240562 
1.16867000 2.23086000 2.46363209 0.03246763 
0.87009000 1.60895000 1.92934266 -4.46514721 
1.48263000 0.09627000 -2.46163559 5.75001625 
0.89566000 -0.11734000 8.23249188 4.66685179 
-0.00190000 -0.38247000 -2.84516221 -2.16826043 
-0.33880000 -0.08198000 -13.89456136 -11.62329743 
-0.97188000 0.47217000 -8.25523969 -3.29103099 
-1.41454000 0.35821000 -6.91869533 -3.50875981 
-1.03186000 -0.24600000 -8.14216896 -5.73601050 
-1.47601000 -0.02864000 -3.87391577 -1.74513372 
-0.69546000 -0.54008000 -11.33221095 -6.54615121 
-2.69278000 1.38535000 -0.87804424 -2.90845389 
-1.63939000 -1.74800000 0.35508848 1.20404549 
-1.23859000 -1.95852000 -5.51102524 1.13072557 
2.80088000 -1.91776000 4.66064334 -0.60917171 
-1.61345000 0.84377000 0.39248613 -1.86999600 
-0.45138000 -2.78005000 -17.52631017 -11.83761448 
1.38885000 3.06829000 -5.27838890 -0.21521692 
1.74106000 2.93411000 -6.62597726 -2.46124581 
2.50387000 0.67095000 5.38924069 1.06048088 
1.12025000 -0.97454000 11.57756811 -0.91096576 
0.91774000 -0.52670000 11.58948713 4.54201575 
0.69351000 -1.01530000 4.29188128 -5.17880705 
-0.18968000 -1.00928000 -10.05639215 -1.03431292 
0.17882000 -1.55450000 -0.96372807 -4.38842564 
-0.15420000 -1.91227000 6.43205949 3.67475506 
0.42648000 -2.36118000 7.49119745 -0.94094776 
0.33611000 -1.91969000 3.24028818 -5.35942589 
-1.35100000 -2.72717000 -2.30360660 2.38186903 
-0.80207000 0.05957000 -10.75344039 -2.97049988 
2.21116000 1.07420000 -0.16487178 3.97600275 
1.08603000 -1.44907000 1.23334116 0.15889878 
0.63134000 -1.46431000 4.86401850 -3.79240440 
2.43573000 -2.59260000 1.24513547 -1.37414596 
2.35744000 2.07603000 1.93013522 2.60438415 
-1.38306000 -0.39118000 0.70420745 -0.22104374 
-0.43203000 -1.30121000 -4.19796701 3.59282604 
0.18900000 -0.91423000 -3.30631292 -10.13981355 
-0.43227000 1.29323000 -2.40486578 5.08213922 
1.45837000 -1.14557000 -3.29239715 1.51904724 
2.29075000 -1.36053000 -0.07027743 2.51962609 
-1.22956000 -1.57749000 -3.88151862 1.84119595 
